-78.976,26.62183
-78.976,26.62183
-78.976,26.62183
160.5167,-9.3667
167.045,-15.616666
145.8833,5.1167
-28.35135,-59.694583
-28.35135,-59.694583
-28.35135,-59.694583
-28.35135,-59.694583
-28.3497,-59.694917
142.178299,-2.922117
166.916336,15.0345
156.434006,-7.717667
161.404663,-10.430166
166.761667,-21.8
166.916336,-15.0345
167.964996,-16.591167
167.964996,-16.591167
156.455002,-7.715
157.410004,-8.680333
157.410004,-8.680333
157.442505,-8.604834
121.760498,15.9415
161.404663,-10.430166
147.130203,-6.9518
147.551895,-7.486017
147.833328,-6.733334
147.833328,-6.733334
145.825272,-4.9812
145.825272,-4.9812
145.82933,-4.974
145.82933,-4.974
145.795334,-5.360167
166.761667,-21.8
166.761667,-21.8
166.731667,-21.771667
167.90271,-16.386168
166.901505,-15.12395
157.696671,-7.57
160.0325,-8.3267
166.901,-15.141167
167.9245,-16.511333
167.9245,-16.511333
167.9245,-16.511333
166.846329,-15.109333
166.846329,-15.109333
166.846329,-15.109333
167.035828,-15.693
167.035828,-15.693
167.035828,-15.693
167.035828,-15.693
144.664276,-3.885933
144.664276,-3.885933
146.195007,-4.742
146.195007,-4.742
146.195007,-4.742
143.039536,-3.294917
146.178162,-4.740167
146.178162,-4.740167
145.806961,-5.366267
145.806961,-5.366267
143.451019,-3.3025
143.451019,-3.3025
145.932251,-5.4246
145.932251,-5.4246
142.309647,-3.05515
142.309647,-3.05515
142.309647,-3.05515
123.849998,9.556666
123.849998,9.556666
123.85667,9.521667
123.85667,9.521667
45.7165,-15.53817
166.63333,-21.726667
166.63333,-21.716667
161.365997,-10.429167
161.365997,-10.429167
160.673828,-8.536667
160.673828,-8.536667
160.673828,-8.536667
162.027664,-10.415
162.027664,-10.415
162.027664,-10.415
162.027496,-10.453167
162.027496,-10.453167
162.027496,-10.453167
160.537674,-9.4105
160.537674,-9.4105
160.537674,-9.4105
161.327332,-10.416833
160.098755,-9.316483
160.098755,-9.316483
160.098755,-9.316483
160.098755,-9.316483
151.637161,-4.828166
151.637161,-4.828166
151.637161,-4.828166
45.7165,-15.53817
151.586838,-5.585167
147.045349,-6.894867
147.045349,-6.894867
147.045349,-6.894867
145.800995,-5.383833
144.678497,-3.946
144.678497,-3.946
147.280334,-2.1695
167.95808,-16.511433
166.880802,-15.1144
166.880802,-15.1144
166.880802,-15.1144
167.008667,-15.6795
121.747498,15.943833
121.747498,15.943833
121.747498,15.943833
121.747498,15.943833
121.747498,15.943833
121.747498,15.943833
121.747498,15.943833
121.747498,15.943833
121.747498,15.943833
121.747498,15.943833
121.747498,15.943833
121.747498,15.943833
121.559334,15.229167
158.493332,-7.719
158.493332,-7.719
143.039536,-3.294917
145.806961,-5.366267
144.598328,-3.795833
144.598328,-3.795833
145.82933,-4.974
-61.783333,16.61667
-61.099998,15.811334
-61.099998,15.811334
-60.753502,16.343666
-61.154835,15.753333
167.008667,-15.6795
-6.2555,82.89717
-6.2555,82.89717
-6.2555,82.89717
-84.62,9.03
-84.62,9.03
